wallet_address,transaction_count,total_volume_eth,average_transaction_size,stablecoin_volume_ratio,borrow_ratio,repay_ratio,supply_ratio,unique_tokens_transacted,credit_score
0x0003816b25fd3d6c112eb65c089760fa3f791947,4,10002.599999999999,2500.6499999999996,0.0,0.25,0.25,0.25,2,312
0x0003bbb966655dc0fbbb380797b07fc547e9ddc5,37,14270.677921159146,385.6939978691661,0.9987246576441182,0.13513513513513514,0.0,0.32432432432432434,6,448
0x0003d4fb942d0cad7fa1b658ad6d46ef6c15f11b,2,2100.051359,1050.0256795,1.0,0.0,0.0,0.5,1,406
0x0003f46779806fe779e7f30eec95dbdb4d45840b,24,6702.512638,279.27135991666665,1.0,0.25,0.20833333333333334,0.3333333333333333,2,422
0x0004849537dab5c33fc8c494d05313dfbe2d99f3,10,3230.306083,323.0306083,1.0,0.3,0.1,0.2,2,415
0x0004a89403e17f544bfbd25ecb1a7d9215a1d61b,2,500.8458931552812,250.4229465776406,0.9983110709964054,0.5,0.0,0.5,2,410
0x0004d4112ee696dabc22b221bef156ecdaeb1a59,6,81.99999,13.666665,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,1,68
0x0005696d4be2359526c497fe4a4c0620b41f2426,7,1777.223064927698,253.88900927538543,0.9996697037163231,0.14285714285714285,0.14285714285714285,0.14285714285714285,4,423
0x000660cad76200a2e326f53e033919905e6c50f5,1,1.064772,1.064772,1.0,0.0,0.0,1.0,1,108
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54,1,1.3,1.3,0.0,0.0,0.0,1.0,1,8
0x00080000158a9930aeb508823103b0a977161c47,2,3.0,1.5,0.0,0.0,0.0,1.0,1,10
0x00099b1263c22ae2ce0a52624cef2a012e751970,2,0.004712595639187231,0.0023562978195936155,0.0,0.0,0.0,1.0,1,6
0x0009ce45d5df78e632a0b4987079432dfba2253a,1,0.041,0.041,0.0,0.0,0.0,1.0,1,5
0x000a27ba176083e4b50177378cbe7469a00dd557,12,873.3587650000002,72.77989708333335,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,2,416
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,43,98230.47304599185,2284.4296057207407,0.9987549347068136,0.18604651162790697,0.11627906976744186,0.4186046511627907,5,446
0x000ab43e658935ba39504a1424b01756c1e9644c,2,0.11,0.055,0.0,0.5,0.0,0.5,1,6
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,77,4657.549459188388,60.48765531413491,0.9956706044354041,0.0,0.0,0.6363636363636364,8,478
0x000c8e2871750f458bf1de8ab528dda09bc95db6,4,34712.0,8678.0,0.1357455634938926,0.25,0.25,0.25,2,325
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,71,1892.6539906905093,26.657098460429708,0.9999272700180876,0.28169014084507044,0.23943661971830985,0.28169014084507044,4,408
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,6,280.38015,46.730025000000005,0.2857126297992208,0.16666666666666666,0.16666666666666666,0.6666666666666666,2,247
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,1,0.001,0.001,0.0,0.0,0.0,1.0,1,5
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,1,0.1,0.1,0.0,0.0,0.0,1.0,1,5
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,8,1883.2637730193362,235.40797162741703,0.9998499578108045,0.375,0.25,0.125,3,418
0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9,8,165.99848141299879,20.749810176624848,0.9807671408447669,0.0,0.0,0.75,2,219
0x000e840a3122ec28d0c29321db172375cb049762,10,1352.243982044528,135.2243982044528,0.7162431875168125,0.2,0.2,0.5,2,386
0x000e9bd1d42999446d60ff60f1fb3afb13604202,22,120.8500559808669,5.493184362766677,0.8491907030332502,0.2727272727272727,0.18181818181818182,0.36363636363636365,3,170
0x000eab293e332bd6e67018a9150e8807bfac3233,1,1.2,1.2,0.0,0.0,0.0,1.0,1,8
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,2,112.09234352742851,56.046171763714256,0.0,0.0,0.0,0.5,2,155
0x000f4432a40560bbff1b581a8b7aded8dab80026,25,47351.36056663997,1894.0544226655986,0.9996078173231171,0.24,0.12,0.28,4,432
0x000f7f22bfc28d940d4b68e13213ab17cf107790,73,208600568.81451765,2857542.0385550363,0.999647450625768,0.2602739726027397,0.1780821917808219,0.3561643835616438,5,461
0x000f908720f9ce164d90f4fc89459fab4442907f,96,6022.5492942470655,62.73488848174026,1.0,0.3125,0.17708333333333334,0.3333333333333333,2,458
0x000fbfec300959d0f2f327728a889c1f5de8e2df,8,1239.2158665727698,154.90198332159622,1.0,0.125,0.125,0.375,2,414
0x0011730224657eb527cf736039854c3a3f140e63,4,10478.0,2619.5,0.14105745371254055,0.25,0.25,0.25,2,326
0x00120ea6fdbaf057eadc1bd149f957488444e92c,4,241.97784769912272,60.49446192478068,0.021563759036686884,0.25,0.25,0.5,2,210
0x0012668072f7e0579caf7e047713d8b6d476d0db,2,3.0,1.5,0.0,0.0,0.0,1.0,1,10
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,231,39184.377312913886,169.62933901694322,0.892535627663265,0.1038961038961039,0.4025974025974026,0.43722943722943725,7,539
0x0012a7f00af8a643ba5a6aa187f915b4c13289df,1,0.005000954281830769,0.005000954281830769,0.0,0.0,0.0,0.0,1,5
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,1,0.0926,0.0926,0.0,0.0,0.0,1.0,1,5
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,2,2.455392,1.227696,1.0,0.0,0.0,1.0,1,109
0x0014dfac19477a83d7354e6eaac28642c1959398,36,36659.0201249126,1018.3061145809055,0.9907289011884517,0.16666666666666666,0.25,0.2777777777777778,3,432
0x001589fe1923c2118f34e4277f2ef650fcbf0161,30,37389.97077242587,1246.3323590808623,0.9358519124804051,0.06666666666666667,0.0,0.6333333333333333,5,433
0x00159370cbe576b765a7fb2e78582e0cb563d445,19,4153.145430943428,218.5866016286015,0.77382785991474,0.3684210526315789,0.0,0.5263157894736842,5,411
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,2,28.254528,14.127264,1.0,0.0,0.0,0.5,1,145
0x0016469a65facda9e86fd0ae0e9661128843c224,2,0.027100000000000003,0.013550000000000001,0.0,0.5,0.0,0.5,1,6
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,1,0.0963,0.0963,0.0,0.0,0.0,1.0,1,5
0x00183135585d70a523d61b2e43037a7138b36906,54,10116.419150337842,187.34109537662673,0.8509476910075605,0.24074074074074073,0.18518518518518517,0.2777777777777778,6,442
0x00184e8aa1e95f491f2d9601e12b540092160ded,4,326.7,81.675,0.6265687174778084,0.25,0.25,0.25,2,305
0x0018583d7654803d2c59467e10dec5f70bbe1851,72,0.0007200000000000012,1.0000000000000018e-05,1.0,0.0,0.0,1.0,3,151
0x001875a076b3cfe1c9535d76b0345c16e3d61118,2,2.2,1.1,1.0,0.0,0.0,1.0,1,109
0x0018d044b946ede86b43bb3b964a45772a5abeb9,22,9494.592291332548,431.5723768787522,0.9973470856325852,0.09090909090909091,0.09090909090909091,0.4090909090909091,3,425
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,5,425.1423133952475,85.02846267904951,0.5592801222280265,0.2,0.4,0.0,3,343
0x0019bd9f6142943f3a03a8a62d0001a95213f555,1,0.1,0.1,0.0,0.0,0.0,1.0,1,5
0x001b024b98ee862aa01eea595c4c16a0213d2611,2,500.4118976558353,250.20594882791764,0.9991768827684457,0.5,0.0,0.5,2,410
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,32,1199.5204099945145,37.48501281232858,0.9673643477273608,0.1875,0.21875,0.3125,3,402
0x001bc97d92e1a30b02d4e75be25f06063555d556,45,322978.9251828152,7177.309448507004,0.9999995993250843,0.2222222222222222,0.2,0.26666666666666666,4,442
0x001be549fa377710b9e59d57bbdf593ce1e379ca,2,15.006240750084327,7.503120375042164,0.9995841230199981,0.0,0.0,1.0,2,131
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,2,2.009845,1.0049225,0.004898387686612649,0.0,0.0,1.0,2,14
0x001d2a3192a49e28cac0a7abcaa916648c62b982,1,0.006461144026105417,0.006461144026105417,0.0,0.0,0.0,1.0,1,5
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,1,1.109087,1.109087,1.0,0.0,0.0,1.0,1,108
0x001f96b7e19a54ae45f451b0148336504d03fdcf,1,1.8485e-14,1.8485e-14,0.0,0.0,0.0,1.0,1,5
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,6,1218.9004126574748,203.1500687762458,0.0,0.0,0.0,0.8333333333333334,2,313
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,1,0.023783,0.023783,1.0,0.0,0.0,1.0,1,105
0x0020c5222a24e4a96b720c06b803fb8d34adc0af,1,2012030.94263,2012030.94263,1.0,0.0,0.0,0.0,1,405
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,2,1.144744588968588,0.572372294484294,1.0,0.0,0.0,1.0,2,112
0x00222d56e0509a5e9ab05c588c548290a5e9f876,1,0.004440486156185637,0.004440486156185637,0.0,0.0,0.0,1.0,1,5
0x002379916ac42a432f3b53f16782d33267debb4c,1,1.5,1.5,0.0,0.0,0.0,1.0,1,9
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,2,2.2,1.1,1.0,0.0,0.0,1.0,1,109
0x0023d9ffe7d793895c5da5833d56c737832ead2b,2,14.997724,7.498862,1.0,0.0,0.0,1.0,1,126
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,1,4.999194,4.999194,1.0,0.0,0.0,1.0,1,117
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,2,0.012625001510457944,0.006312500755228972,0.0,0.0,0.0,1.0,1,6
0x0024461e7a8ce7157866eaa4c24b702d328250ce,1,1012.775168,1012.775168,1.0,0.0,0.0,0.0,1,405
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,1,0.025,0.025,0.0,0.0,0.0,1.0,1,5
0x00246f7813397868b1beec56e1677efa47816dae,44,10792.894939202135,245.29306680004854,0.0,0.20454545454545456,0.045454545454545456,0.6818181818181818,1,327
0x0025a856d01a898bd52286d56c52323b13937b65,1,0.1,0.1,0.0,0.0,0.0,1.0,1,5
0x00261d225db379b3fc74cd0228d6f90582d39035,2,0.0392,0.0196,0.0,0.5,0.0,0.5,1,6
0x00262ffcfda82b5582d1905ca05b849f196b0419,10,316.51425200000006,31.651425200000006,1.0,0.3,0.1,0.4,2,304
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,1,0.000450246121481307,0.000450246121481307,0.0,0.0,0.0,1.0,1,5
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,1,1.851978,1.851978,1.0,0.0,0.0,1.0,1,109
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,1,0.097,0.097,0.0,0.0,0.0,1.0,1,5
0x002775390698ef16589bb22bba37ae7906ae2f36,30,206.42889481891115,6.880963160630372,0.9761507361054649,0.23333333333333334,0.16666666666666666,0.5666666666666667,5,233
0x0027c6cd01364a3c5d29f72269b36dfe85628193,1,1.880888,1.880888,1.0,0.0,0.0,1.0,1,110
0x0027f7335d610f15b325baa5798414548720fcaa,13,12029.029367762632,925.3099513663564,0.9999833276022113,0.15384615384615385,0.15384615384615385,0.46153846153846156,2,416
0x00283b611db7844cb5677b311afd67c8e3078518,1,7.200645,7.200645,1.0,0.0,0.0,1.0,1,122
0x00296e3cb10f1ddf6be160aa9722d7a288957b66,1,0.0472,0.0472,0.0,0.0,0.0,1.0,1,5
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,2,2.5999999999999996,1.2999999999999998,0.0,0.0,0.0,1.0,1,9
0x002a63fb3bb81ccc222e2d8192eb95a5767a2151,1,1.107978,1.107978,1.0,0.0,0.0,1.0,1,108
0x002aea16059a7d4bef638a03b61a9e80ef07e745,41,14363.294949203579,350.3242670537458,0.8534457829634713,0.24390243902439024,0.12195121951219512,0.2926829268292683,6,435
0x002bb13a55bf4525f02717708dd4534ecc475193,2,3.1451770000000003,1.5725885000000002,1.0,0.0,0.0,1.0,1,110
0x002c77a71d54e6da4b28690fe1676752a74a67eb,1,1.15122,1.15122,1.0,0.0,0.0,1.0,1,108
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,5,16.720449000000002,3.3440898000000003,0.940192993621164,0.2,0.2,0.4,2,119
0x002d2715b179d0db3e17cc28317a98f2f65e6884,253,371389.0322160825,1467.940838798745,0.8320964457651082,0.25296442687747034,0.15019762845849802,0.38735177865612647,8,549
0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50,1,0.004674990964187967,0.004674990964187967,0.0,0.0,0.0,1.0,1,5
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,29,23083.485960999995,795.9822745172412,0.3415205993721791,0.1724137931034483,0.5517241379310345,0.1724137931034483,4,368
0x002de04d579930686698abab5f48bda0b24fb9fc,85,111267.74691284067,1309.032316621655,0.9139070279427471,0.15294117647058825,0.17647058823529413,0.3764705882352941,7,468
0x002e5e69ae7c8999834ee24aeb5c26ad05433820,4,47914.00000000001,11978.500000000002,0.1043536335935217,0.25,0.25,0.25,2,322
0x002e7ea05d6721a04cd36ab5e9f2c72338d7f7f3,6,1769.1837235116611,294.8639539186102,1.0,0.0,0.0,0.16666666666666666,3,418
0x002eba74e10ff40a1bc1cfa2b9684f9e28f8dea7,1,0.012183,0.012183,1.0,0.0,0.0,1.0,1,105
0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6,108,12004.483099245834,111.15262128931327,0.8215050524401053,0.24074074074074073,0.1111111111111111,0.5648148148148148,6,466
0x0030040e8d836ac3e546c354f9b373e70a14deeb,2,44842.195767,22421.0978835,1.0,0.0,0.0,0.0,2,411
0x00301da1d3b20fd6b8451a791a8b1a5e20599fb8,58,20747.78684811127,357.7204628984702,0.5349968206855019,0.39655172413793105,0.0,0.603448275862069,6,412
0x00305f0dc87d6bf12ac07e37ac0d2336d5906b93,1,0.006764030347976762,0.006764030347976762,0.0,0.0,0.0,1.0,1,5
0x003064605a8677d5b2e8def620ac67d8f1f1b5ed,3,394.981473,131.660491,1.0,0.0,0.0,0.3333333333333333,1,364
0x003094a91a3b5523bc601b221f80183bd347e9ae,2,2.2,1.1,1.0,0.0,0.0,1.0,1,109
0x0030a2c2268c9faafeae8ea22802db8b3c87f82c,1,0.000165694780930095,0.000165694780930095,0.0,0.0,0.0,1.0,1,5
0x0030d58fd7c5af92c6e9bbf4d06255b6a9d1490a,67,439525.7798987654,6560.086267145752,0.9983464211484027,0.16417910447761194,0.16417910447761194,0.5522388059701493,6,463
0x0030de8f624d2b2513c6dbbff788bb109b80304d,1,0.000512154521788658,0.000512154521788658,0.0,0.0,0.0,1.0,1,5
0x0030e3b40e23f92bd064457fd1fb848482a0bde5,2,1.8140050327637796,0.9070025163818898,0.9999999819384296,0.0,0.0,1.0,2,113
0x0030ee334630838ea4dee0b4b6ecbc973529031f,16,10301.279483,643.8299676875,0.5442313736125627,0.4375,0.0625,0.5,3,377
0x0031fc2cc920357b9767ab93200c5bf69c43e8e7,1,1.0711849113594032,1.0711849113594032,1.0,0.0,0.0,1.0,1,108
0x00326e37cef76788f6b0cf643c94481d60bd3d58,2,30.0,15.0,0.0,0.0,0.0,1.0,2,53
0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0,523,16278835.236348718,31125.87999301858,0.6976650221956918,0.2944550669216061,0.2829827915869981,0.3422562141491396,7,554
0x003325d3054cd7668fb16f19ea11bae6d02a474c,5,2005930.544632,401186.10892639996,1.0,0.0,0.0,0.0,2,412
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,162,175677476.75031728,1084428.868829119,0.9999738156516489,0.2777777777777778,0.12962962962962962,0.36419753086419754,2,490
0x0034d2a08772822866b08d2c585e5c8e25723760,1,476.0,476.0,0.0,0.0,0.0,1.0,1,295
0x0034daf2e65f6ef82bc6f893dbbfd7c232a0e59c,5,120701.99363215968,24140.398726431937,0.9994574498383245,0.0,0.0,0.0,3,417
0x0035e2e614e53a5ebf5a518dede926a7fcec4f91,26,7007.4548859256565,269.51749561252524,0.752033605750981,0.3076923076923077,0.07692307692307693,0.5384615384615384,3,403
0x0036472d3ca5e7ab22477d62682b2a3d9436d328,1,10.0,10.0,1.0,0.0,0.0,1.0,1,129
0x0036534c48a754163f0f446601f36bcfda840f57,27,4519.315497398846,167.3820554592165,0.8528656271947743,0.2962962962962963,0.25925925925925924,0.25925925925925924,5,423
0x00368bb9dba2ee83f3553feae59710b9c3743e09,11,1500.4403556100524,136.40366869182296,0.2662409715297074,0.09090909090909091,0.0,0.8181818181818182,4,352
0x0036a2f1f6136bb9d7992f7def692126a279e702,1,0.00399259698589263,0.00399259698589263,0.0,0.0,0.0,1.0,1,5
0x0036a3f98bc84afb07fe42421f5a14cfe3c33219,43,13114.564159908805,304.9898641839257,0.8087982744117245,0.32558139534883723,0.32558139534883723,0.20930232558139536,5,427
0x0036bc671c03460dec7d0ab24f45df0cf33d042b,12,5673.8208700383775,472.81840583653144,0.9982299046965173,0.16666666666666666,0.16666666666666666,0.3333333333333333,3,420
0x0037643e4ec2b622270676e9e7aa163b261cfb79,1,1.843331,1.843331,1.0,0.0,0.0,1.0,1,109
0x0037aca1c1c45787a95c11dfaabed6308dc2ff80,9,99237.659169,11026.406574333334,1.0,0.0,0.0,0.3333333333333333,1,409
0x0037daf6fb154db55110ced85cb4ba9e1204ca17,28,342.79317183659595,12.242613279878427,0.7597287971641267,0.4642857142857143,0.0,0.25,6,281
0x0038281701bf3f51fdbb18903c6e18776780a9a1,1,1.1,1.1,1.0,0.0,0.0,1.0,1,108
0x00389de87cae34a6f89e13cc8225c4984add8b37,610,12188640.7695836,19981.378310792785,0.7766297240391107,0.16393442622950818,0.12459016393442623,0.5377049180327869,8,567
0x0039e71541bdc798d062346bce94230bf519bb72,2,0.0375,0.01875,0.0,0.5,0.0,0.5,1,6
0x0039e762ecd8e8f074e93575dc395abfce4ef8b6,6,42948.796619,7158.132769833333,1.0,0.0,0.0,0.3333333333333333,3,418
0x003a85c562730b196f7cba202a2515f2ff855736,177,1097815.353549068,6202.3466302207235,0.6364212483384347,0.12429378531073447,0.06779661016949153,0.7401129943502824,7,487
0x003a969ef82e876824b4131a1bbafbdb46a2ca90,13,3501.892220999999,269.3763246923076,0.505981369264991,0.38461538461538464,0.3076923076923077,0.3076923076923077,3,372
0x003ae57782ab0f390908f8d7a3a9680bcfc62ec0,2,2.105972,1.052986,1.0,0.0,0.0,1.0,1,108
0x003ae6c26a2655eb54c1e53b03a266d97f3512e6,43,724.4394340872788,16.847428699704157,0.34273602086946364,0.06976744186046512,0.0,0.9069767441860465,4,309
0x003b2816d976cebbf0cadec981ff59286b6d7f2f,4,283.78941100000003,70.94735275000001,1.0,0.0,0.0,0.5,2,325
0x003be39433bde975b12411fbc3025d49d813a84f,4,0.735469,0.18386725,1.0,0.25,0.0,0.0,2,112
0x003cb0842811db8d115e28f13048dd83db391dcb,1,1.626066,1.626066,1.0,0.0,0.0,1.0,1,109
0x003dc03b7d7fe265e1c1db88bb1c6b1e6bcd06a7,1,0.006308462378533841,0.006308462378533841,0.0,0.0,0.0,1.0,1,5
0x003e41b4f19f27ab2a07c19abe2d99ecb492ce62,6,10121.67904399492,1686.9465073324866,0.5056369449924804,0.16666666666666666,0.5,0.0,2,363
0x003e9a119439ef34de3237034cee95675b01d5d4,31,57478.99274882202,1854.1610564136136,0.9995661081269984,0.2903225806451613,0.25806451612903225,0.1935483870967742,3,430
0x003ed65a094ef804c934f2427b601e03113882ff,2,0.0002,0.0001,0.0,0.0,0.0,1.0,1,6
0x003edfecb016131dbd485c72f3b6f2e98a1429d9,144,6396.545743679417,44.42045655332928,0.7569210983575287,0.3472222222222222,0.1111111111111111,0.4097222222222222,4,456
0x003f705c2e62e268891d8aa2724e32f2176dc963,1,10.0,10.0,0.0,0.0,0.0,1.0,1,29
0x00402e826833fbeb6f67072f3df3c8554a0b10e6,39,1027162.1744490318,26337.491652539276,0.9987591903570485,0.07692307692307693,0.10256410256410256,0.48717948717948717,5,444
0x00405f7b768a9a6b81e8060a17f0550501acf6be,144,40604.43192878833,281.97522172769675,0.999809376281833,0.2777777777777778,0.0,0.6041666666666666,2,481
0x0040932d4c252856709b24dc406244392d3df400,2,19.541204999999998,9.770602499999999,1.0,0.0,0.0,0.5,1,133
0x0040daac32d83c78546ae36da42a496b28ab09e1,6,1156.0,192.66666666666666,0.0,0.0,0.0,1.0,2,313
0x00418b8ea6c6e2d5676f651bf76a368adb845e91,1,0.5,0.5,0.0,0.0,0.0,1.0,1,6
0x0041dac13d9365b4d695fb612950dc71884f8db1,154,7566.331957240519,49.13202569636701,0.5818560076667983,0.22077922077922077,0.35714285714285715,0.2792207792207792,7,468
0x0043090d0a3338eb89914ea9af5c529e928a044c,2,18209.195678,9104.597839,1.0,0.0,0.0,0.5,1,406
0x0043260ff376a32f335de2091e8bd455d74ecef9,1,1.1067,1.1067,1.0,0.0,0.0,1.0,1,108
0x00432772ed25d4eb3c6eb26dc461239b35cf8760,1,0.00442807546380059,0.00442807546380059,0.0,0.0,0.0,1.0,1,5
0x00432beb667c8908a74f35fef62882b502347e61,3,41.672648,13.890882666666668,1.0,0.0,0.0,0.6666666666666666,1,150
0x00433d27687ff685d3871395d7fedfd42b1c3529,30,135.10902210879337,4.503634070293113,0.0,0.0,0.0,0.9666666666666667,3,93
0x0043f8113eb1257bc6314fe0434eec0d9bac3837,8,529.089316,66.1361645,0.7576515039664872,0.0,0.0,0.875,3,394
0x004403abb2246c48ac770e30e7b36e3b16e152a1,12,4464.221514277397,372.0184595231164,0.99725582943449,0.4166666666666667,0.25,0.25,3,420
0x00447d3b5f40e1bb71766b5ffc656f5391f6e9d8,2,2080.001698,1040.000849,1.0,0.0,0.0,0.5,1,406
0x0044803a27c6c45babd3fb7affb80b3f913579d7,67,7776.516443496744,116.06740960442902,0.9874782191125421,0.19402985074626866,0.08955223880597014,0.4925373134328358,7,467
0x0044f0ab1281b2bc850bfa39123dec1e8e09001d,49,40018.88649311911,816.7119692473289,0.9408098280164192,0.46938775510204084,0.14285714285714285,0.20408163265306123,6,448
0x00452d3fd0e6bd68943b30af56a8df4eb7685387,6,5758.214836,959.7024726666667,0.9544303212934169,0.16666666666666666,0.16666666666666666,0.16666666666666666,3,413
0x004624a132094f106e977c369c8f2e1ebffb2ae1,1,1.106565,1.106565,1.0,0.0,0.0,1.0,1,108
0x0046d10482bc3ae87fa4cb550e36706addf2304a,1,1.108121,1.108121,1.0,0.0,0.0,1.0,1,108
0x004815f49c32e9ef6341dc2d53411a59de5a2daa,1,82.0,82.0,0.0,0.0,0.0,1.0,1,138
0x00481898361901f3e49bfe3e40872d09e93c2c11,6,502.6115106690403,83.76858511150671,0.0,0.0,0.0,0.5,2,313
0x0048e6fd005224e7e9f00058c630307f0710a84b,140,139993.97421146938,999.9569586533527,0.999678360483296,0.2571428571428571,0.11428571428571428,0.5,7,504
0x0049436d8c3da52d604cdc390e45026b2662d7f7,12,80736.03201428692,6728.002667857243,0.44605414490863826,0.4166666666666667,0.3333333333333333,0.25,5,375
0x00495585ecf70ad7dd71797c2a22951ed92b9a24,30,778.0163478626728,25.93387826208909,0.8697399252394775,0.06666666666666667,0.1,0.5666666666666667,6,383
0x004965f85a3db4d5221189595141ecab247b115d,2,2.00301744,1.00150872,0.0,0.0,0.0,1.0,1,8
0x0049d23daaafeaac69e336ffe9dcb9ca14dac781,91,119059.57277008923,1308.346953517464,0.9998320168673994,0.21978021978021978,0.1978021978021978,0.2967032967032967,4,465
0x0049f39431ab794a381deca90fa7ab85e60e6ebb,1,0.0989,0.0989,0.0,0.0,0.0,1.0,1,5
0x004a61f49faeab28ac5cc72ed26a7114d134362e,1,1.0,1.0,1.0,0.0,0.0,1.0,1,107
